Split Mata Kuliah,NAMA,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Bisnis dan Ekonomi,Teknologi,Seni,Sastra dan Linguistik,Pendidikan,Hukum,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
Dasar-dasar Ilmu Politik,ILMU KESEJAHTERAAN SOSIAL,0.0,0.1,0.0,0.7,0.0,0.0,0.3,0.1,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.1,0.2,0.1,4
Filsafat Ilmu dan Dasar-dasar Logika,ILMU KESEJAHTERAAN SOSIAL,0.0,0.1,0.0,0.7,0.0,0.0,0.3,0.1,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.1,0.2,0.1,4
Human Behaviour and Social Environment,ILMU KESEJAHTERAAN SOSIAL,0.0,0.1,0.0,0.7,0.0,0.0,0.3,0.1,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.1,0.2,0.1,4
Konservasi Tanah dan Air,ILMU TANAH,0.3,0.6,0.2,0.0,0.5,0.5,0.1,0.3,0.0,0.0,0.0,0.3,0.7,0.1,0.8,0.0,0.1,0.3,15
Dasar-dasar Ilmu Tanah,ILMU TANAH,0.3,0.6,0.2,0.0,0.5,0.5,0.1,0.3,0.0,0.0,0.0,0.3,0.7,0.1,0.8,0.0,0.1,0.3,15
Geologi Tanah,ILMU TANAH,0.3,0.6,0.2,0.0,0.5,0.5,0.1,0.3,0.0,0.0,0.0,0.3,0.7,0.1,0.8,0.0,0.1,0.3,15
Kimia Tanah,ILMU TANAH,0.3,0.6,0.2,0.0,0.5,0.5,0.1,0.3,0.0,0.0,0.0,0.3,0.7,0.1,0.8,0.0,0.1,0.3,15
Agroteknologi,ILMU TANAH,0.3,0.6,0.2,0.0,0.5,0.5,0.1,0.3,0.0,0.0,0.0,0.3,0.7,0.1,0.8,0.0,0.1,0.3,15
Pajak,PENDIDIKAN AKUNTANSI,0.8,0.0,0.0,0.1,0.0,0.0,0.8,0.1,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.3,0.0,0.1,1
Audit,PENDIDIKAN AKUNTANSI,0.8,0.0,0.0,0.1,0.0,0.0,0.8,0.1,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.3,0.0,0.1,1
Perpajakan,PENDIDIKAN AKUNTANSI,0.8,0.0,0.0,0.1,0.0,0.0,0.8,0.1,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.3,0.0,0.1,1
Elektronika Daya,TEKNIK LISTRIK,0.7,0.8,1.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,3
Pengantar Teknik Listrik,TEKNIK LISTRIK,0.7,0.8,1.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,3
Sistem Kontrol,TEKNIK LISTRIK,0.7,0.8,1.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,3
Instalasi Listrik,TEKNIK LISTRIK,0.7,0.8,1.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,3
Elektronika Industri,TEKNIK LISTRIK,0.7,0.8,1.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,3
Dasar-dasar Arsitektur,TEKNIK ARSITEKTUR,0.5,0.6,0.6,0.1,0.0,0.0,0.1,0.7,0.7,0.0,0.0,0.0,0.5,0.0,0.1,0.2,0.2,0.0,8
Tugas Akhir Arsitektur,TEKNIK ARSITEKTUR,0.5,0.6,0.6,0.1,0.0,0.0,0.1,0.7,0.7,0.0,0.0,0.0,0.5,0.0,0.1,0.2,0.2,0.0,8
Taman Kota,TEKNIK ARSITEKTUR,0.5,0.6,0.6,0.1,0.0,0.0,0.1,0.7,0.7,0.0,0.0,0.0,0.5,0.0,0.1,0.2,0.2,0.0,8
Pembangunan Berkelanjutan,TEKNIK ARSITEKTUR,0.5,0.6,0.6,0.1,0.0,0.0,0.1,0.7,0.7,0.0,0.0,0.0,0.5,0.0,0.1,0.2,0.2,0.0,8
Sastra Arab Murni,SASTRA ARAB,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.7,1.0,0.5,0.3,0.0,0.0,0.3,0.5,0.8,0.3,10
Puisi Arab,SASTRA ARAB,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.7,1.0,0.5,0.3,0.0,0.0,0.3,0.5,0.8,0.3,10
Fikih Arab,SASTRA ARAB,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.7,1.0,0.5,0.3,0.0,0.0,0.3,0.5,0.8,0.3,10
Sejarah Sastra Arab,SASTRA ARAB,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.7,1.0,0.5,0.3,0.0,0.0,0.3,0.5,0.8,0.3,10
Leksikologi Arab,SASTRA ARAB,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.7,1.0,0.5,0.3,0.0,0.0,0.3,0.5,0.8,0.3,10
Akuntansi Pemerintahan,AKUNTANSI SEKTOR PUBLIK,0.6,0.0,0.0,0.1,0.0,0.0,0.7,0.3,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.4,0.0,0.8,12
Akuntansi Keuangan Publik,AKUNTANSI SEKTOR PUBLIK,0.6,0.0,0.0,0.1,0.0,0.0,0.7,0.3,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.4,0.0,0.8,12
Akuntansi Sektor Non-Profit,AKUNTANSI SEKTOR PUBLIK,0.6,0.0,0.0,0.1,0.0,0.0,0.7,0.3,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.4,0.0,0.8,12
Akuntansi Manajemen Publik,AKUNTANSI SEKTOR PUBLIK,0.6,0.0,0.0,0.1,0.0,0.0,0.7,0.3,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.4,0.0,0.8,12
Pemeriksaan Akuntansi Publik,AKUNTANSI SEKTOR PUBLIK,0.6,0.0,0.0,0.1,0.0,0.0,0.7,0.3,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.4,0.0,0.8,12
Fisika Dasar,TEKNIK ELEKTRONIKA,0.7,0.7,0.7,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,8
Matematika Dasar,TEKNIK ELEKTRONIKA,0.7,0.7,0.7,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,8
Komputerisasi Elektronika,TEKNIK ELEKTRONIKA,0.7,0.7,0.7,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,8
Sistem Mikrokontroler,TEKNIK ELEKTRONIKA,0.7,0.7,0.7,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,8
Teori Antropologi,ANTROPOLOGI SOSIAL,0.1,0.1,0.0,0.6,0.1,0.0,0.0,0.0,0.7,0.7,0.1,0.0,0.1,0.2,0.6,0.5,0.6,0.0,9
Teori Strukturalisme,ANTROPOLOGI SOSIAL,0.1,0.1,0.0,0.6,0.1,0.0,0.0,0.0,0.7,0.7,0.1,0.0,0.1,0.2,0.6,0.5,0.6,0.0,9
Antropologi Budaya,ANTROPOLOGI SOSIAL,0.1,0.1,0.0,0.6,0.1,0.0,0.0,0.0,0.7,0.7,0.1,0.0,0.1,0.2,0.6,0.5,0.6,0.0,9
Antropologi Politik,ANTROPOLOGI SOSIAL,0.1,0.1,0.0,0.6,0.1,0.0,0.0,0.0,0.7,0.7,0.1,0.0,0.1,0.2,0.6,0.5,0.6,0.0,9
Tahfidzul Qur'an,PENDIDIKAN BAHASA ARAB,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.4,0.0,0.0,0.0,0.7,0.6,0.4,10
Nahwu,PENDIDIKAN BAHASA ARAB,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.4,0.0,0.0,0.0,0.7,0.6,0.4,10
Sharaf,PENDIDIKAN BAHASA ARAB,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.4,0.0,0.0,0.0,0.7,0.6,0.4,10
Balaghah,PENDIDIKAN BAHASA ARAB,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.4,0.0,0.0,0.0,0.7,0.6,0.4,10
Tafsir,PENDIDIKAN BAHASA ARAB,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.4,0.0,0.0,0.0,0.7,0.6,0.4,10
Elektronika,PENDIDIKAN FISIKA,0.6,0.8,1.0,0.0,0.1,0.4,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3
Optika,PENDIDIKAN FISIKA,0.6,0.8,1.0,0.0,0.1,0.4,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3
Psikologi Umum,BIMBINGAN KONSELING,0.1,0.3,0.0,0.6,0.1,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.6,0.0,0.0,11
Konseling dan Terapi,BIMBINGAN KONSELING,0.1,0.3,0.0,0.6,0.1,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.6,0.0,0.0,11
Teori Konseling,BIMBINGAN KONSELING,0.1,0.3,0.0,0.6,0.1,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.6,0.0,0.0,11
Psikologi Abnormal,BIMBINGAN KONSELING,0.1,0.3,0.0,0.6,0.1,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.6,0.0,0.0,11
Bahasa Jepang Dasar,PENDIDIKAN BAHASA JEPANG,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.6,0.6,0.0,10
Bahasa Jepang Lanjutan,PENDIDIKAN BAHASA JEPANG,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.6,0.6,0.0,10
Kebudayaan Jepang,PENDIDIKAN BAHASA JEPANG,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.6,0.6,0.0,10
Sastra Jepang,PENDIDIKAN BAHASA JEPANG,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.6,0.6,0.0,10
Desain Grafis,FAKULTAS SENIRUPA DAN DESAIN (FSRD),0.1,0.0,0.1,0.1,0.2,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,9
Seni Rupa,FAKULTAS SENIRUPA DAN DESAIN (FSRD),0.1,0.0,0.1,0.1,0.2,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,9
Desain Komunikasi Visual,FAKULTAS SENIRUPA DAN DESAIN (FSRD),0.1,0.0,0.1,0.1,0.2,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,9
Kerajinan Tangan,FAKULTAS SENIRUPA DAN DESAIN (FSRD),0.1,0.0,0.1,0.1,0.2,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,9
Analisis Kimia,PENDIDIKAN KIMIA,0.5,0.9,0.5,0.0,0.1,1.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,6
Fisika Kimia,PENDIDIKAN KIMIA,0.5,0.9,0.5,0.0,0.1,1.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,6
Kimia Anorganik,PENDIDIKAN KIMIA,0.5,0.9,0.5,0.0,0.1,1.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,6
Manajemen Operasi,MANAJEMEN (NK),0.5,0.0,0.0,0.6,0.0,0.0,0.9,0.3,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.4,0.0,0.2,7
Welding Technology,TEKNIK PERKAPALAN,0.6,0.8,0.9,0.0,0.3,0.3,0.1,0.6,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.1,3
Ship Design,TEKNIK PERKAPALAN,0.6,0.8,0.9,0.0,0.3,0.3,0.1,0.6,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.1,3
Marine Engineering,TEKNIK PERKAPALAN,0.6,0.8,0.9,0.0,0.3,0.3,0.1,0.6,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.1,3
Maritime Safety,TEKNIK PERKAPALAN,0.6,0.8,0.9,0.0,0.3,0.3,0.1,0.6,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.1,3
Naval Architecture,TEKNIK PERKAPALAN,0.6,0.8,0.9,0.0,0.3,0.3,0.1,0.6,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.0,0.0,0.1,3
PENDIDIKAN MATEMATIKA,PEND. MATEMATIKA,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1
MATEMATIKA TEORETIS,PEND. MATEMATIKA,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1
STATISTIKA,PEND. MATEMATIKA,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1
KALKULUS,PEND. MATEMATIKA,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1
ALJABAR LINEAR,PEND. MATEMATIKA,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1
Pendidikan Dasar,PENDIDIKAN MASYARAKAT,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.2,0.2,0.2,0.8,0.2,0.3,0.2,0.2,0.4,0.3,0.2,4
Pendidikan Anak Usia Dini,PENDIDIKAN MASYARAKAT,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.2,0.2,0.2,0.8,0.2,0.3,0.2,0.2,0.4,0.3,0.2,4
Metode Pembelajaran,PENDIDIKAN MASYARAKAT,0.1,0.1,0.0,0.8,0.0,0.0,0.0,0.2,0.2,0.2,0.8,0.2,0.3,0.2,0.2,0.4,0.3,0.2,4
Konseling Individual,BIMBINGAN & KONSELING,0.1,0.4,0.0,0.7,0.2,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.8,0.0,0.0,11
Konseling Kelompok,BIMBINGAN & KONSELING,0.1,0.4,0.0,0.7,0.2,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.8,0.0,0.0,11
Kebijakan dan Manajemen Sumberdaya Perairan,MANAJEMEN SUMBERDAYA PERAIRAN,0.4,0.7,0.2,0.0,0.6,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.4,0.2,0.0,0.0,2
Kimia Lingkungan,MANAJEMEN SUMBERDAYA PERAIRAN,0.4,0.7,0.2,0.0,0.6,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.4,0.2,0.0,0.0,2
Pemodelan Sumberdaya Perairan,MANAJEMEN SUMBERDAYA PERAIRAN,0.4,0.7,0.2,0.0,0.6,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.4,0.2,0.0,0.0,2
Pengolahan Limbah,MANAJEMEN SUMBERDAYA PERAIRAN,0.4,0.7,0.2,0.0,0.6,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.4,0.2,0.0,0.0,2
Pemahaman Reservoir,TEKNIK PERMINYAKAN,0.3,0.9,0.3,0.0,0.1,0.6,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.1,2
Teknik pengeboran,TEKNIK PERMINYAKAN,0.3,0.9,0.3,0.0,0.1,0.6,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.1,2
Instalasi produksi minyak dan gas,TEKNIK PERMINYAKAN,0.3,0.9,0.3,0.0,0.1,0.6,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.1,2
Teknik produksi dan pengolahan minyak dan gas,TEKNIK PERMINYAKAN,0.3,0.9,0.3,0.0,0.1,0.6,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.1,2
Manajemen proyek perminyakan,TEKNIK PERMINYAKAN,0.3,0.9,0.3,0.0,0.1,0.6,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.1,2
Ilmu Gizi,ILMU KEOLAHRAGAAN,0.1,0.3,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.3,0.0,0.0,14
Senam Aerobik,ILMU KEOLAHRAGAAN,0.1,0.3,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.3,0.0,0.0,14
Pendidikan Jasmani,ILMU KEOLAHRAGAAN,0.1,0.3,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.3,0.0,0.0,14
Fisiologi Olahraga,ILMU KEOLAHRAGAAN,0.1,0.3,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.3,0.0,0.0,14
Akuntansi Bisnis,PENDIDIKAN BISNIS,0.2,0.0,0.0,0.4,0.0,0.0,1.0,0.5,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0.6,0.2,0.3,7
Introduction to Linguistics,PEND. BAHASA INGGRIS,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,10
English Composition,PEND. BAHASA INGGRIS,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,10
Public Speaking,PEND. BAHASA INGGRIS,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,10
Advanced Writing,PEND. BAHASA INGGRIS,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.4,1.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,10
Biomekanika,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",0.1,0.3,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.9,0.0,0.3,0.0,0.0,14
Teori Manajemen Pendidikan,MANAJEMEN PENDIDIKAN,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.6,0.0,0.0,0.8,0.2,0.0,0.1,0.1,0.5,0.0,0.2,11
Sistem Informasi Manajemen,MANAJEMEN PENDIDIKAN,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.6,0.0,0.0,0.8,0.2,0.0,0.1,0.1,0.5,0.0,0.2,11
Fonetik,BAHASA DAN SASTRA INDONESIA,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.3,1.0,0.5,0.0,0.1,0.0,0.0,0.2,0.2,0.0,10
Matematika,ILMU AKTUARIA,0.8,0.2,0.1,0.2,0.0,0.0,0.8,0.4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.3,0.0,0.1,1
Ekonomi,ILMU AKTUARIA,0.8,0.2,0.1,0.2,0.0,0.0,0.8,0.4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.3,0.0,0.1,1
Risiko,ILMU AKTUARIA,0.8,0.2,0.1,0.2,0.0,0.0,0.8,0.4,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.3,0.0,0.1,1
Sistem Informasi Pertanian,TEKNOLOGI HASIL PERTANIAN,0.3,0.6,0.2,0.0,0.7,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.2,0.0,0.0,5
Pengolahan Hasil Pertanian,TEKNOLOGI HASIL PERTANIAN,0.3,0.6,0.2,0.0,0.7,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.2,0.0,0.0,5
Pemrosesan Citra,TEKNOLOGI REKAYASA PERANGKAT LUNAK,0.7,0.2,0.1,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Analisis Laporan Keuangan,KEUANGAN DAN PERBANKAN,0.3,0.0,0.0,0.1,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.5,7
Manajemen Risiko,KEUANGAN DAN PERBANKAN,0.3,0.0,0.0,0.1,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.5,7
Pemasaran Perbankan,KEUANGAN DAN PERBANKAN,0.3,0.0,0.0,0.1,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.5,7
Ekonometrika,KEUANGAN DAN PERBANKAN,0.3,0.0,0.0,0.1,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.5,7
Film Appreciation,TELEVISI DAN FILM,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.3,0.9,0.2,0.2,0.4,0.0,0.0,0.0,0.8,0.1,0.4,9
Television Production,TELEVISI DAN FILM,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.3,0.9,0.2,0.2,0.4,0.0,0.0,0.0,0.8,0.1,0.4,9
Screenwriting,TELEVISI DAN FILM,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.3,0.9,0.2,0.2,0.4,0.0,0.0,0.0,0.8,0.1,0.4,9
Broadcast Journalism,TELEVISI DAN FILM,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.3,0.9,0.2,0.2,0.4,0.0,0.0,0.0,0.8,0.1,0.4,9
Visual Effects,TELEVISI DAN FILM,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.3,0.9,0.2,0.2,0.4,0.0,0.0,0.0,0.8,0.1,0.4,9
Penelitian Kriminal,KRIMINOLOGI,0.1,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.7,0.2,0.9,12
Sosiologi Kriminologi,KRIMINOLOGI,0.1,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.7,0.2,0.9,12
Kriminologi Terapan,KRIMINOLOGI,0.1,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.7,0.2,0.9,12
Psikologi Kriminal,KRIMINOLOGI,0.1,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.7,0.2,0.9,12
Analisis Forensik,KRIMINOLOGI,0.1,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.7,0.2,0.9,12
Pengantar Administrasi Perkantoran,ADMINISTRASI PERKANTORAN,0.2,0.0,0.0,0.5,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7,0.0,0.6,7
Pengelolaan Arsip,ADMINISTRASI PERKANTORAN,0.2,0.0,0.0,0.5,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7,0.0,0.6,7
Kearsipan,ADMINISTRASI PERKANTORAN,0.2,0.0,0.0,0.5,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7,0.0,0.6,7
Pengantar Hukum Bisnis,ADMINISTRASI PERKANTORAN,0.2,0.0,0.0,0.5,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.7,0.0,0.6,7
Statistika Bisnis,ILMU ADMINISTRASI NIAGA,0.2,0.0,0.0,0.5,0.0,0.0,0.9,0.2,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.5,0.0,0.5,7
Ekonomi Internasional,ILMU ADMINISTRASI NIAGA,0.2,0.0,0.0,0.5,0.0,0.0,0.9,0.2,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.5,0.0,0.5,7
Pendidikan Kesehatan,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",0.1,0.3,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.3,0.0,0.0,14
Olahraga dan Kesehatan,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",0.1,0.3,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.3,0.0,0.0,14
Psikologi Olahraga,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",0.1,0.3,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.3,0.0,0.0,14
Geologi Dasar,TEKNIK GEOFISIKA,0.7,1.0,0.9,0.0,0.2,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.0,0.0,2
Geofisika Matematika,TEKNIK GEOFISIKA,0.7,1.0,0.9,0.0,0.2,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.0,0.0,2
Akhlak,PENDIDIKAN AGAMA ISLAM,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.8,0.25,0.1,0.0,0.1,0.3,0.8,0.25,11
Filsafat Hidup,PENDIDIKAN AGAMA ISLAM,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.8,0.25,0.1,0.0,0.1,0.3,0.8,0.25,11
Sejarah Peradaban Islam,PENDIDIKAN AGAMA ISLAM,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.8,0.25,0.1,0.0,0.1,0.3,0.8,0.25,11
Al-Qur'an,PENDIDIKAN AGAMA ISLAM,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.8,0.25,0.1,0.0,0.1,0.3,0.8,0.25,11
Hadis,PENDIDIKAN AGAMA ISLAM,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.8,0.25,0.1,0.0,0.1,0.3,0.8,0.25,11
Geografi Politik,GEOGRAFI,0.1,0.2,0.05,0.3,0.2,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.5,0.1,1.0,0.0,0.2,0.0,15
Geografi Lingkungan,GEOGRAFI,0.1,0.2,0.05,0.3,0.2,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.5,0.1,1.0,0.0,0.2,0.0,15
