KODE,NAMA,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO,PERGURUAN TINGGI
911030,PENDIDIKAN PANCASLA DAN KEWARGANEGARAAN,Sarjana,45,6,Tidak Ada,UNIVERSITAS CENDERAWASIH
911031,AKUNTANSI,Sarjana,104,92,Tidak Ada,UNIVERSITAS CENDERAWASIH
911032,ILMU PEMERINTAHAN,Sarjana,36,30,Tidak Ada,UNIVERSITAS CENDERAWASIH
911033,BIMBINGAN KONSELING,Sarjana,45,14,Tidak Ada,UNIVERSITAS CENDERAWASIH
911035,PENDIDIKAN GEOGRAFI,Sarjana,45,10,Tidak Ada,UNIVERSITAS CENDERAWASIH
911036,PENDIDIKAN SEJARAH,Sarjana,45,6,Tidak Ada,UNIVERSITAS CENDERAWASIH
911037,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,45,11,Tidak Ada,UNIVERSITAS CENDERAWASIH
911038,PENDIDIKAN BAHASA INGGRIS,Sarjana,45,24,Tidak Ada,UNIVERSITAS CENDERAWASIH
911039,ILMU HUBUNGAN INTERNASIONAL,Sarjana,36,30,Tidak Ada,UNIVERSITAS CENDERAWASIH
911040,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,45,35,Tidak Ada,UNIVERSITAS CENDERAWASIH
911041,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,45,0,Pendidikan Jasmani dan Olahraga,UNIVERSITAS CENDERAWASIH
911042,PENDIDIKAN ANAK USIA DINI,Sarjana,45,7,Tidak Ada,UNIVERSITAS CENDERAWASIH
911043,ILMU PERPUSTAKAAN,Sarjana,32,5,Tidak Ada,UNIVERSITAS CENDERAWASIH
911044,MANAJEMEN ADMINISTRASI PERKANTORAN,Sarjana,36,34,Tidak Ada,UNIVERSITAS CENDERAWASIH
911045,MANAJEMEN PENDIDIKAN,Sarjana,45,9,Tidak Ada,UNIVERSITAS CENDERAWASIH
911046,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,90,2,Pendidikan Jasmani dan Olahraga,UNIVERSITAS CENDERAWASIH
911054,TEKNIK GEOLOGI,Sarjana,23,6,Tidak Ada,UNIVERSITAS CENDERAWASIH
911048,TEKNIK MINERAL,Diploma Tiga,18,1,Tidak Ada,UNIVERSITAS CENDERAWASIH
911049,TEKNIK ELEKTRONIKA,Diploma Tiga,18,0,Tidak Ada,UNIVERSITAS CENDERAWASIH
911051,TEKNIK SIPIL,Diploma Tiga,18,6,Tidak Ada,UNIVERSITAS CENDERAWASIH
911053,TEKNIK MESIN,Diploma Tiga,18,2,Tidak Ada,UNIVERSITAS CENDERAWASIH
912001,TEKNIK ELEKTRO,Sarjana,24,7,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912002,TEKNIK MESIN,Sarjana,24,7,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912003,TEKNIK SIPIL,Sarjana,32,18,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912004,ARSITEKTUR,Sarjana,24,9,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912005,KETEKNIKAN PERTANIAN,Sarjana,24,9,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912006,AGRIBISNIS,Sarjana,28,10,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912007,AGROTEKNOLOGI,Sarjana,24,6,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912008,PETERNAKAN,Sarjana,16,4,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912009,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,16,6,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912010,TEKNIK INFORMATIKA,Sarjana,48,58,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912011,SISTEM INFORMASI,Sarjana,36,24,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912012,PENDIDIKAN MATEMATIKA,Sarjana,12,6,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912013,PENDIDIKAN FISIKA,Sarjana,12,7,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912014,PENDIDIKAN KIMIA,Sarjana,12,2,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912015,PENDIDIKAN KOMPUTER,Sarjana,24,19,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912016,EKONOMI PEMBANGUNAN,Sarjana,44,7,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912017,MANAJEMEN,Sarjana,80,64,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912018,AKUNTANSI,Sarjana,48,36,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912019,ADMINISTRASI NEGARA,Sarjana,80,47,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912020,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,52,2,Pendidikan Jasmani dan Olahraga,UNIVERSITAS MUSAMUS MERAUKE
912021,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,40,4,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912022,PENDIDIKAN BAHASA INGGRIS,Sarjana,16,7,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912023,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,64,24,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912024,PENDIDIKAN ANAK USIA DINI,Sarjana,20,11,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912025,ILMU HUKUM,Sarjana,80,48,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912026,SASTRA INGGRIS,Sarjana,20,5,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
912027,PENDIDIKAN EKONOMI,Sarjana,28,4,Tidak Ada,UNIVERSITAS MUSAMUS MERAUKE
913001,DESAIN KOMUNIKASI VISUAL,Sarjana,14,1,"Seni Rupa, Desain, dan Kriya",ISBI TANAH PAPUA
913002,SENI RUPA MURNI,Sarjana,14,0,"Seni Rupa, Desain, dan Kriya",ISBI TANAH PAPUA
913003,KRIYA,Sarjana,14,0,"Seni Rupa, Desain, dan Kriya",ISBI TANAH PAPUA
913004,SENI MUSIK,Sarjana,14,0,Musik,ISBI TANAH PAPUA
913005,SENI TARI,Sarjana,14,0,Tari,ISBI TANAH PAPUA
921001,TEKNOLOGI HASIL PERTANIAN,Sarjana,48,1,Tidak Ada,UNIVERSITAS PAPUA
921002,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,48,2,Tidak Ada,UNIVERSITAS PAPUA
921003,ILMU KELAUTAN,Sarjana,48,1,Tidak Ada,UNIVERSITAS PAPUA
921004,MATEMATIKA,Sarjana,48,0,Tidak Ada,UNIVERSITAS PAPUA
921005,FISIKA,Sarjana,48,0,Tidak Ada,UNIVERSITAS PAPUA
921006,BIOLOGI,Sarjana,48,2,Tidak Ada,UNIVERSITAS PAPUA
921007,KIMIA,Sarjana,48,6,Tidak Ada,UNIVERSITAS PAPUA
921008,AGRIBISNIS,Sarjana,48,6,Tidak Ada,UNIVERSITAS PAPUA
921009,AGROTEKNOLOGI,Sarjana,48,3,Tidak Ada,UNIVERSITAS PAPUA
921010,PETERNAKAN,Sarjana,48,2,Tidak Ada,UNIVERSITAS PAPUA
921011,KEHUTANAN,Sarjana,48,13,Tidak Ada,UNIVERSITAS PAPUA
921012,TEKNIK INFORMATIKA,Sarjana,48,44,Tidak Ada,UNIVERSITAS PAPUA
921013,TEKNIK PERTAMBANGAN,Sarjana,48,24,Tidak Ada,UNIVERSITAS PAPUA
921014,TEKNIK ELEKTRO,Sarjana,48,6,Tidak Ada,UNIVERSITAS PAPUA
921015,PENDIDIKAN BIOLOGI,Sarjana,48,4,Tidak Ada,UNIVERSITAS PAPUA
921016,PENDIDIKAN MATEMATIKA,Sarjana,48,2,Tidak Ada,UNIVERSITAS PAPUA
921017,PENDIDIKAN KIMIA,Sarjana,48,0,Tidak Ada,UNIVERSITAS PAPUA
921018,TEKNIK GEOLOGI,Sarjana,48,2,Tidak Ada,UNIVERSITAS PAPUA
921019,PENDIDIKAN FISIKA,Sarjana,48,0,Tidak Ada,UNIVERSITAS PAPUA
921020,ILMU TANAH,Sarjana,48,1,Tidak Ada,UNIVERSITAS PAPUA
921021,NUTRISI DAN TEKNOLOGI PAKAN TERNAK,Sarjana,48,1,Tidak Ada,UNIVERSITAS PAPUA
921022,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,48,3,Tidak Ada,UNIVERSITAS PAPUA
921023,TEKNIK SIPIL,Sarjana,48,27,Tidak Ada,UNIVERSITAS PAPUA
921024,EKONOMI PEMBANGUNAN,Sarjana,48,12,Tidak Ada,UNIVERSITAS PAPUA
921025,SASTRA INGGRIS,Sarjana,48,3,Tidak Ada,UNIVERSITAS PAPUA
921026,ANTROPOLOGI,Sarjana,48,2,Tidak Ada,UNIVERSITAS PAPUA
921027,MANAJEMEN,Sarjana,48,32,Tidak Ada,UNIVERSITAS PAPUA
921028,AKUNTANSI,Sarjana,48,35,Tidak Ada,UNIVERSITAS PAPUA
921029,SASTRA INDONESIA,Sarjana,48,5,Tidak Ada,UNIVERSITAS PAPUA
921030,PENDIDIKAN BAHASA INGGRIS,Sarjana,48,7,Tidak Ada,UNIVERSITAS PAPUA
921046,TEKNIK PERMINYAKAN,Sarjana,48,7,Tidak Ada,UNIVERSITAS PAPUA
921047,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,48,8,Tidak Ada,UNIVERSITAS PAPUA
921032,TEKNIK PERMINYAKAN DAN GAS BUMI,Diploma Tiga,32,1,Tidak Ada,UNIVERSITAS PAPUA
921033,KESEHATAN HEWAN,Diploma Tiga,32,1,Tidak Ada,UNIVERSITAS PAPUA
921034,TEKNIK KOMPUTER,Diploma Tiga,32,7,Tidak Ada,UNIVERSITAS PAPUA
921035,EKOWISATA,Diploma Tiga,32,0,Tidak Ada,UNIVERSITAS PAPUA
921036,MANAJEMEN HUTAN ALAM PRODUKSI,Diploma Tiga,32,1,Tidak Ada,UNIVERSITAS PAPUA
921037,TEKNIK LISTRIK,Diploma Tiga,32,0,Tidak Ada,UNIVERSITAS PAPUA
921038,TEKNIK GEOLOGI TERAPAN,Diploma Tiga,32,0,Tidak Ada,UNIVERSITAS PAPUA
921039,BUDIDAYA TANAMAN PANGAN,Diploma Tiga,32,0,Tidak Ada,UNIVERSITAS PAPUA
921040,BUDIDAYA HUTAN,Diploma Tiga,32,0,Tidak Ada,UNIVERSITAS PAPUA
921041,KONSERVASI SUMBER DAYA HUTAN,Diploma Tiga,32,0,Tidak Ada,UNIVERSITAS PAPUA
921042,TEKNIK PERTAMBANGAN,Diploma Tiga,32,3,Tidak Ada,UNIVERSITAS PAPUA
921043,BUDIDAYA PERIKANAN,Diploma Tiga,32,1,Tidak Ada,UNIVERSITAS PAPUA
921044,BUDIDAYA TANAMAN PERKEBUNAN,Diploma Tiga,32,1,Tidak Ada,UNIVERSITAS PAPUA
921045,BUDIDAYA TERNAK,Diploma Tiga,32,0,Tidak Ada,UNIVERSITAS PAPUA
221001,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,Sarjana Terapan,34,52,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221002,TEKNOLOGI REKAYASA KIMIA INDUSTRI,Sarjana Terapan,39,66,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221003,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,23,37,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221004,TEKNOLOGI REKAYASA JARINGAN TELEKOMUNIKASI,Sarjana Terapan,23,29,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221005,TEKNOLOGI REKAYASA PEMBANGKIT ENERGI,Sarjana Terapan,23,38,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221006,TEKNOLOGI REKAYASA INSTRUMENTASI DAN KONTROL,Sarjana Terapan,23,36,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221007,TEKNIK INFORMATIKA,Sarjana Terapan,60,275,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221008,TEKNOLOGI REKAYASA KOMPUTER JARINGAN,Sarjana Terapan,48,65,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221009,TEKNOLOGI REKAYASA MULTIMEDIA,Sarjana Terapan,36,72,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221010,TEKNOLOGI REKAYASA PENGELASAN DAN FABRIKASI,Sarjana Terapan,12,19,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221011,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG,Sarjana Terapan,23,39,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221012,AKUNTANSI LEMBAGA KEUANGAN SYARIAH,Sarjana Terapan,45,102,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221013,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,34,32,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221014,MANAJEMEN KEUANGAN SEKTOR PUBLIK,Sarjana Terapan,45,85,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221028,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,12,7,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221015,TEKNOLOGI INDUSTRI,Diploma Tiga,34,29,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221016,TEKNOLOGI KONSTRUKSI BANGUNAN AIR,Diploma Tiga,12,1,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221017,AKUNTANSI,Diploma Tiga,34,31,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221018,TEKNOLOGI ELEKTRONIKA,Diploma Tiga,23,23,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221019,TEKNOLOGI KONSTRUKSI JALAN DAN JEMBATAN,Diploma Tiga,23,13,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221020,TEKNOLOGI PENGOLAHAN MINYAK DAN GAS,Diploma Tiga,10,152,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221023,TEKNIK MESIN,Diploma Tiga,34,75,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221024,TEKNIK TELEKOMUNIKASI,Diploma Tiga,23,9,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221025,ADMINISTRASI BISNIS,Diploma Tiga,34,36,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221026,TEKNOLOGI LISTRIK,Diploma Tiga,20,24,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
221027,TEKNIK KIMIA,Diploma Tiga,29,19,Tidak Ada,POLITEKNIK NEGERI LHOKSEUMAWE
222001,TEKNIK PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,34,99,Tidak Ada,POLITEKNIK NEGERI MEDAN
222002,MANAJEMEN REKAYASA KONSTRUKSI GEDUNG,Sarjana Terapan,34,64,Tidak Ada,POLITEKNIK NEGERI MEDAN
222003,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,56,158,Tidak Ada,POLITEKNIK NEGERI MEDAN
222004,TEKNIK REKAYASA MULTIMEDIA GRAFIS,Sarjana Terapan,56,135,Tidak Ada,POLITEKNIK NEGERI MEDAN
222005,TEKNOLOGI REKAYASA JARINGAN TELEKOMUNIKASI,Sarjana Terapan,45,72,Tidak Ada,POLITEKNIK NEGERI MEDAN
222006,TEKNOLOGI REKAYASA PENGELASAN DAN FABRIKASI,Sarjana Terapan,23,34,Tidak Ada,POLITEKNIK NEGERI MEDAN
222007,KEUANGAN DAN PERBANKAN SYARIAH,Sarjana Terapan,36,105,Tidak Ada,POLITEKNIK NEGERI MEDAN
222008,AKUNTANSI KEUANGAN PUBLIK,Sarjana Terapan,60,260,Tidak Ada,POLITEKNIK NEGERI MEDAN
222009,"MEETING, INCENTIVE, CONVENTION, EXHIBITION",Sarjana Terapan,34,104,Tidak Ada,POLITEKNIK NEGERI MEDAN
222010,MANAJEMEN BISNIS,Sarjana Terapan,45,432,Tidak Ada,POLITEKNIK NEGERI MEDAN
222022,TEKNOLOGI REKAYASA INSTALASI LISTRIK,Sarjana Terapan,23,50,Tidak Ada,POLITEKNIK NEGERI MEDAN
222011,KEUANGAN DAN PERBANKAN,Diploma Tiga,90,335,Tidak Ada,POLITEKNIK NEGERI MEDAN
222012,TEKNIK KOMPUTER,Diploma Tiga,68,311,Tidak Ada,POLITEKNIK NEGERI MEDAN
222013,TEKNIK LISTRIK,Diploma Tiga,45,128,Tidak Ada,POLITEKNIK NEGERI MEDAN
222014,TEKNIK KONVERSI ENERGI,Diploma Tiga,45,36,Tidak Ada,POLITEKNIK NEGERI MEDAN
222015,MANAJEMEN INFORMATIKA,Diploma Tiga,68,233,Tidak Ada,POLITEKNIK NEGERI MEDAN
222016,ADMINISTRASI BISNIS,Diploma Tiga,90,289,Tidak Ada,POLITEKNIK NEGERI MEDAN
222017,TEKNIK MESIN,Diploma Tiga,90,383,Tidak Ada,POLITEKNIK NEGERI MEDAN
222018,TEKNIK SIPIL,Diploma Tiga,68,272,Tidak Ada,POLITEKNIK NEGERI MEDAN
222019,TEKNIK TELEKOMUNIKASI,Diploma Tiga,45,65,Tidak Ada,POLITEKNIK NEGERI MEDAN
222020,AKUNTANSI,Diploma Tiga,79,223,Tidak Ada,POLITEKNIK NEGERI MEDAN
222021,ELEKTRONIKA,Diploma Tiga,45,70,Tidak Ada,POLITEKNIK NEGERI MEDAN
231001,TEKNIK MEKATRONIKA,Sarjana Terapan,41,98,Tidak Ada,POLITEKNIK NEGERI BATAM
231002,TEKNIK ROBOTIKA,Sarjana Terapan,41,33,Tidak Ada,POLITEKNIK NEGERI BATAM
231003,TEKNOLOGI REKAYASA PEMBANGKIT ENERGI,Sarjana Terapan,27,46,Tidak Ada,POLITEKNIK NEGERI BATAM
231004,TEKNOLOGI REKAYASA MULTIMEDIA,Sarjana Terapan,54,194,Tidak Ada,POLITEKNIK NEGERI BATAM
231005,ANIMASI,Sarjana Terapan,27,56,Tidak Ada,POLITEKNIK NEGERI BATAM
231006,REKAYASA KEAMANAN SIBER,Sarjana Terapan,27,76,Tidak Ada,POLITEKNIK NEGERI BATAM
231007,ADMINISTRASI BISNIS TERAPAN,Sarjana Terapan,54,413,Tidak Ada,POLITEKNIK NEGERI BATAM
231008,AKUNTANSI MANAJERIAL,Sarjana Terapan,54,279,Tidak Ada,POLITEKNIK NEGERI BATAM
231009,LOGISTIK PERDAGANGAN INTERNASIONAL,Sarjana Terapan,54,307,Tidak Ada,POLITEKNIK NEGERI BATAM
231010,TEKNOLOGI REKAYASA ELEKTRONIKA,Sarjana Terapan,41,65,Tidak Ada,POLITEKNIK NEGERI BATAM
231013,TEKNOLOGI REKAYASA KONSTRUKSI PERKAPALAN,Sarjana Terapan,41,121,Tidak Ada,POLITEKNIK NEGERI BATAM
231019,TEKNOLOGI REKAYASA PENGELASAN DAN FABRIKASI,Sarjana Terapan,27,63,Tidak Ada,POLITEKNIK NEGERI BATAM
231020,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,41,90,Tidak Ada,POLITEKNIK NEGERI BATAM
231011,TEKNIK INFORMATIKA,Diploma Tiga,54,208,Tidak Ada,POLITEKNIK NEGERI BATAM
231012,TEKNIK ELEKTRONIKA MANUFAKTUR,Diploma Tiga,27,41,Tidak Ada,POLITEKNIK NEGERI BATAM
231014,AKUNTANSI,Diploma Tiga,41,110,Tidak Ada,POLITEKNIK NEGERI BATAM
231015,TEKNIK INSTRUMENTASI,Diploma Tiga,27,10,Tidak Ada,POLITEKNIK NEGERI BATAM
231017,TEKNOLOGI GEOMATIKA,Diploma Tiga,41,22,Tidak Ada,POLITEKNIK NEGERI BATAM
231018,TEKNIK MESIN,Diploma Tiga,41,154,Tidak Ada,POLITEKNIK NEGERI BATAM
232001,TEKNIK LISTRIK,Sarjana Terapan,39,41,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232002,TEKNIK MESIN PRODUKSI DAN PERAWATAN,Sarjana Terapan,26,27,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232003,TEKNIK PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,39,36,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232004,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,34,60,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232005,TEKNOLOGI REKAYASA ARSITEKTUR PERKAPALAN,Sarjana Terapan,13,5,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232006,KEAMANAN SISTEM INFORMASI,Sarjana Terapan,23,34,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232007,ADMINISTRASI BISNIS INTERNASIONAL,Sarjana Terapan,39,80,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232008,AKUNTANSI KEUANGAN PUBLIK,Sarjana Terapan,39,59,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232009,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,26,10,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232010,BISNIS DIGITAL,Sarjana Terapan,39,38,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232011,BAHASA INGGRIS,Diploma Tiga,13,3,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232012,TEKNIK MESIN,Diploma Tiga,13,26,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232013,TEKNIK PERKAPALAN,Diploma Tiga,26,17,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232014,NAUTIKA,Diploma Tiga,10,24,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232015,KETATALAKSANAAN PELAYARAN NIAGA,Diploma Tiga,26,21,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232016,TEKNIK INFORMATIKA,Diploma Tiga,34,43,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232019,TEKNIK ELEKTRONIKA,Diploma Tiga,26,9,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
232020,TEKNIK SIPIL,Diploma Tiga,26,27,Tidak Ada,POLITEKNIK NEGERI BENGKALIS
241001,TEKNIK ELEKTRONIKA INDUSTRI,Sarjana Terapan,34,199,Tidak Ada,POLITEKNIK NEGERI PADANG
241002,TEKNIK TELEKOMUNIKASI,Sarjana Terapan,34,140,Tidak Ada,POLITEKNIK NEGERI PADANG
241003,TEKNIK MANUFAKTUR,Sarjana Terapan,23,82,Tidak Ada,POLITEKNIK NEGERI PADANG
241004,TEKNIK PERENCANAAN IRIGASI DAN RAWA,Sarjana Terapan,23,58,Tidak Ada,POLITEKNIK NEGERI PADANG
241005,PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,23,109,Tidak Ada,POLITEKNIK NEGERI PADANG
241006,MANAJEMEN REKAYASA KONSTRUKSI,Sarjana Terapan,23,98,Tidak Ada,POLITEKNIK NEGERI PADANG
241007,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,45,204,Tidak Ada,POLITEKNIK NEGERI PADANG
241008,TEKNOLOGI REKAYASA INSTALASI LISTRIK,Sarjana Terapan,34,89,Tidak Ada,POLITEKNIK NEGERI PADANG
241009,REKAYASA PERANCANGAN MEKANIK,Sarjana Terapan,23,13,Tidak Ada,POLITEKNIK NEGERI PADANG
241010,AKUNTANSI,Sarjana Terapan,36,362,Tidak Ada,POLITEKNIK NEGERI PADANG
241011,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,24,77,Tidak Ada,POLITEKNIK NEGERI PADANG
241012,DESTINASI PARIWISATA,Sarjana Terapan,24,105,Tidak Ada,POLITEKNIK NEGERI PADANG
241013,USAHA PERJALANAN WISATA,Sarjana Terapan,36,83,Tidak Ada,POLITEKNIK NEGERI PADANG
241032,BISNIS DIGITAL,Sarjana Terapan,24,142,Tidak Ada,POLITEKNIK NEGERI PADANG
241014,SISTEM INFORMASI,Diploma Tiga,23,12,Tidak Ada,POLITEKNIK NEGERI PADANG
241016,TEKNIK KOMPUTER,Diploma Tiga,23,5,Tidak Ada,POLITEKNIK NEGERI PADANG
241017,AKUNTANSI,Diploma Tiga,12,3,Tidak Ada,POLITEKNIK NEGERI PADANG
241018,TEKNIK ALAT BERAT,Diploma Tiga,23,465,Tidak Ada,POLITEKNIK NEGERI PADANG
241019,MANAJEMEN INFORMATIKA,Diploma Tiga,23,3,Tidak Ada,POLITEKNIK NEGERI PADANG
241020,ADMINISTRASI BISNIS,Diploma Tiga,72,465,Tidak Ada,POLITEKNIK NEGERI PADANG
241021,TEKNIK LISTRIK,Diploma Tiga,23,1,Tidak Ada,POLITEKNIK NEGERI PADANG
241022,TEKNIK SIPIL,Diploma Tiga,12,4,Tidak Ada,POLITEKNIK NEGERI PADANG
241023,BAHASA INGGRIS,Diploma Tiga,36,31,Tidak Ada,POLITEKNIK NEGERI PADANG
241025,TEKNIK TELEKOMUNIKASI,Diploma Tiga,45,85,Tidak Ada,POLITEKNIK NEGERI PADANG
241026,TEKNIK MESIN,Diploma Tiga,56,384,Tidak Ada,POLITEKNIK NEGERI PADANG
241030,TEKNIK SIPIL,Diploma Tiga,34,372,Tidak Ada,POLITEKNIK NEGERI PADANG
241031,TEKNIK ELEKTRONIKA,Diploma Tiga,45,144,Tidak Ada,POLITEKNIK NEGERI PADANG
242001,PENGELOLAAN AGRIBISNIS,Sarjana Terapan,43,80,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242002,PENGELOLAAN PERKEBUNAN,Sarjana Terapan,30,64,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242003,TEKNOLOGI BENIH,Sarjana Terapan,30,13,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242004,TEKNOLOGI REKAYASA PANGAN,Sarjana Terapan,30,6,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242005,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,30,34,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242006,TEKNOLOGI PRODUKSI TERNAK,Sarjana Terapan,30,48,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242007,TEKNOLOGI PRODUKSI TANAMAN PANGAN,Sarjana Terapan,30,33,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242008,TEKNOLOGI MEKANISASI PERTANIAN,Diploma Tiga,30,14,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242010,TEKNOLOGI PANGAN,Diploma Tiga,30,13,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242011,AGRIBISNIS,Diploma Tiga,43,66,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242013,TATA AIR PERTANIAN,Diploma Tiga,30,6,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242015,PARAMEDIK VETERINER,Diploma Tiga,30,57,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
242016,BUDI DAYA TANAMAN HORTIKULTURA,Diploma Tiga,30,21,Tidak Ada,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH
