NAMA,PEMINAT 2023,Description,Mata Kuliah,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
PEND. EKONOMI,912," Pendidikan Ekonomi merupakan jurusan kuliah yang mempelajari tentang segala hal yang berkaitan dengan pendidikan dalam bidang ekonomi. Mahasiswa jurusan ini akan mempelajari dasar-dasar ekonomi, teori ekonomi, kebijakan ekonomi, serta strategi pengajaran dan pembelajaran dalam konteks ekonomi. Mereka juga akan mempelajari bagaimana mengintegrasikan konsep ekonomi ke dalam kurikulum pendidikan serta mengembangkan metodologi pembelajaran yang efektif dalam mengajarkan materi ekonomi kepada siswa. Secara keseluruhan, Pendidikan Ekonomi bertujuan untuk menciptakan para pendidik yang mampu mengajarkan pengetahuan ekonomi secara komprehensif dan memahami hubungan antara ekonomi dan pendidikan dalam pembangunan masyarakat.","1. Ekonomi Makro
2. Ekonomi Mikro
3. Statistika
4. Matematika Keuangan
5. Manajemen Keuangan
6. Teori Ekonomi
7. Ekonomi Internasional
8. Ekonomi Pembangunan
9. Perpajakan
10. Ekonomi Moneter",0.7,0.2,0.1,0.2,0.1,0.0,0.2,0.6,0.1,0.0,0.2,0.1,0.1,0.2,0.2,0.2,0.3,1
ILMU ADMINISTRASI FISKAL,911," Jurusan Ilmu Administrasi Fiskal adalah program studi yang mempelajari tentang manajemen administrasi keuangan dan pajak. Mahasiswa yang mengambil jurusan ini akan mempelajari berbagai aspek terkait administrasi keuangan, perpajakan, serta kebijakan fiskal yang berlaku. Mereka akan belajar mengenai cara mengelola keuangan sebuah organisasi atau perusahaan, serta melakukan perhitungan dan pemenuhan kewajiban perpajakan sesuai dengan regulasi yang berlaku. Selain itu, mahasiswa juga akan dibekali dengan keterampilan analisis dan pemecahan masalah terkait persoalan administrasi fiskal. Sehingga, lulusan jurusan Ilmu Administrasi Fiskal diharapkan mampu menjadi profesional yang dapat memberikan kontribusi dalam pengelolaan keuangan dan perpajakan secara efektif dan efisien.","1. Ilmu Ekonomi
2. Akuntansi
3. Perpajakan
4. Hukum Pajak
5. Manajemen Keuangan
6. Audit Pajak
7. Perencanaan Pajak
8. Administrasi Keuangan
9. Sistem Informasi Akuntansi
10. Etika Bisnis",0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.6,0.1,0.1,0.2,0.1,0.2,0.2,0.3,0.2,0.7,12
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,905,"Pendidikan Anak Usia Dini merupakan program studi yang bertujuan untuk mempersiapkan calon pendidik yang mampu memberikan pendidikan yang berkualitas kepada anak usia dini, yaitu anak-anak usia 0-6 tahun. Jurusan ini akan memberikan pengetahuan dan keterampilan tentang perkembangan anak, metode pengajaran yang tepat untuk anak usia dini, serta memahami kebutuhan dan karakteristik anak usia tersebut. Selain itu, mahasiswa juga akan belajar tentang pentingnya mendukung perkembangan kognitif, sosial, emosional, dan fisik anak-anak usia dini agar mereka dapat tumbuh dan berkembang dengan optimal. Dengan demikian, lulusan dari jurusan Pendidikan Anak Usia Dini diharapkan mampu menjadi pendidik yang sensitif terhadap kebutuhan anak dan mampu menciptakan lingkungan belajar yang menyenangkan bagi anak-anak usia dini.","1. Pendidikan Anak Usia Dini
2. Psikologi Pendidikan
3. Pengembangan Kurikulum
4. Evaluasi Pendidikan
5. Manajemen Pendidikan
6. Pembelajaran Aktif
7. Pendidikan Karakter
8. Teknologi Pendidikan
9. Bimbingan dan Konseling
10. Metode Pembelajaran Anak Usia Dini",0.2,0.3,0.2,0.3,0.3,0.2,0.35,0.1,0.4,0.1,0.7,0.2,0.35,0.2,0.3,0.2,0.1,11
PROTEKSI TANAMAN,899," Proteksi Tanaman adalah studi yang mempelajari cara-cara untuk melindungi tanaman dari serangan hama, penyakit, dan faktor lingkungan lainnya yang dapat merusak pertumbuhan dan hasil tanaman. Jurusan kuliah Proteksi Tanaman akan memberikan pengetahuan tentang identifikasi hama dan penyakit tanaman, teknik pengendalian yang ramah lingkungan, serta metode pengelolaan tanaman untuk meningkatkan produktivitas pertanian. Selain itu, mahasiswa juga akan mempelajari tentang perlindungan tanaman secara terpadu dengan memanfaatkan jenis musuh alami hama dan penyakit tanaman. Jurusan ini merupakan pilihan yang tepat bagi mereka yang tertarik dalam bidang pertanian dan ingin menjadi ahli dalam melindungi tanaman dari berbagai ancaman yang mengancam keberhasilan panen.","1. Perlindungan Tanaman
2. Pengendalian Hama dan Penyakit
3. Penyuluhan Pertanian
4. Agroekoteknologi
5. Konservasi Tanah dan Air
6. Bioteknologi Pertanian
7. Fisiologi Tanaman
8. Herbisida dan Fungisida
9. Komunikasi Pertanian
10. Manajemen Hama Patogen",0.2,0.7,0.2,0.2,0.6,0.1,0.1,0.2,0.1,0.0,0.2,0.7,0.1,0.2,0.2,0.1,0.1,2
PENDIDIKAN GURU SD,892,"Pendidikan Guru SD adalah jurusan kuliah yang bertujuan untuk mempersiapkan calon guru yang siap mengajar di tingkat pendidikan dasar (SD). Jurusan ini memberikan pengetahuan dan keterampilan dalam bidang pendidikan, psikologi perkembangan anak, metode pengajaran, kurikulum, evaluasi pembelajaran, serta etika profesi guru. Selain itu, mahasiswa jurusan ini juga akan mempelajari materi-materi yang relevan dengan pembelajaran di tingkat SD, seperti matematika, bahasa Indonesia, IPA, IPS, seni, dan olahraga. Dengan lulus dari jurusan Pendidikan Guru SD, mahasiswa diharapkan mampu menjadi guru yang profesional, berdedikasi, dan mampu mengembangkan potensi siswa secara optimal.","1. Pendidikan Dasar  
2. Psikologi Pendidikan  
3. Keterampilan Mengajar  
4. Kurikulum dan Pembelajaran  
5. Evaluasi Pendidikan  
6. Pendidikan Matematika  
7. Pendidikan Bahasa Indonesia  
8. Pendidikan IPA  
9. Pendidikan Agama  
10. Pendidikan Jasmani",0.6,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.4,0.5,0.7,0.2,0.1,0.4,0.35,0.2,0.2,11
PENDIDIKAN TEKNIK BOGA,891," Jurusan Pendidikan Teknik Boga merupakan program studi yang fokus pada pendidikan dan pengembangan keterampilan di bidang teknik boga, atau lebih dikenal sebagai keahlian memasak. Mahasiswa dalam jurusan ini akan mempelajari berbagai teknik memasak, pengelolaan dapur, serta pengetahuan tentang bahan makanan dan nutrisi. Mereka juga akan mendapatkan pelatihan dalam mengelola restoran atau usaha kuliner, serta pembelajaran tentang kreativitas dalam menyajikan hidangan. Jurusan Pendidikan Teknik Boga dapat membekali mahasiswanya dengan keterampilan praktis dan pengetahuan teoritis yang dibutuhkan untuk menjadi seorang chef atau pengusaha di bidang kuliner.","1. Teknik Dasar Memasak
2. Manajemen Dapur
3. Keamanan Pangan
4. Pemasaran Kuliner
5. Kewirausahaan Kuliner
6. Catering dan Event
7. Pengolahan Makanan
8. Penciptaan Resep
9. Seni Dekorasi Makanan
10. Sanitasi dan Higiene Pangan",0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.3,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.2,7
KETEKNIKAN PERTANIAN,874," jurusan Teknik Pertanian berkaitan dengan aplikasi ilmu pengetahuan dan teknologi dalam bidang pertanian. Jurusan ini mencakup berbagai aspek, mulai dari rekayasa pertanian, manajemen sumber daya alam, hingga teknologi pertanian modern. Mahasiswa jurusan Teknik Pertanian akan belajar tentang perancangan dan pengembangan alat atau mesin pertanian, manajemen lahan pertanian, pengendalian hama dan penyakit tanaman, serta penerapan teknologi canggih dalam meningkatkan produktivitas pertanian. Dengan demikian, lulusan jurusan ini diharapkan mampu memberikan kontribusi nyata dalam pengembangan sektor pertanian secara berkelanjutan.","1. Mekanisasi Pertanian
2. Ilmu Tanah
3. Hidroponik
4. Agribisnis
5. Ilmu Hama dan Penyakit Tanaman
6. Pengelolaan Sumber Daya Alam
7. Praktikum Pertanian
8. Agroteknologi
9. Sistem Informasi Geografis
10. Usaha Tani",0.3,0.2,0.2,0.1,0.4,0.1,0.2,0.4,0.1,0.1,0.2,0.6,0.2,0.3,0.3,0.2,0.2,13
MANAJEMEN PEMASARAN PARIWISATA,869,"Jurusan Manajemen Pemasaran Pariwisata merupakan program studi yang akan memberikan pemahaman mendalam mengenai pengelolaan pemasaran dalam industri pariwisata. Mahasiswa akan mempelajari berbagai strategi pemasaran yang dapat diterapkan dalam sektor pariwisata, mulai dari promosi destinasi wisata, manajemen event pariwisata, hingga pengembangan paket wisata yang menarik.

Selain itu, mahasiswa juga akan belajar tentang analisis pasar pariwisata, peningkatan customer experience, serta manajemen merek dalam sektor pariwisata. Dengan demikian, lulusan jurusan Manajemen Pemasaran Pariwisata diharapkan mampu menjadi profesional yang handal dalam mempromosikan dan mengelola destinasi pariwisata agar dapat meningkatkan minat wisatawan untuk berkunjung.

Selain itu, pemahaman mengenai aspek-aspek pemasaran yang khusus dalam industri pariwisata juga akan memberikan lulusan jurusan ini keunggulan kompetitif dalam bersaing di pasar kerja yang semakin ketat. Dengan kombinasi antara pengetahuan pemasaran dan pemahaman mendalam tentang industri pariwisata, lulusan jurusan Manajemen Pemasaran Pariwisata diharapkan dapat memberikan kontribusi yang signifikan dalam pengembangan sektor pariwisata di Indonesia.","1. Pemasaran Pariwisata
2. Manajemen Destinasi Pariwisata
3. Promosi Pariwisata
4. Manajemen Perhotelan
5. Manajemen Restoran
6. Perencanaan dan Pengembangan Pariwisata
7. Manajemen Event Pariwisata
8. Manajemen Atraksi Pariwisata
9. Ekonomi Pariwisata
10. Etika Bisnis Pariwisata",0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.5,0.25,0.1,0.2,0.4,0.1,0.3,0.4,0.2,0.3,7
ILMU ADM. NIAGA/BISNIS,866,"Jurusan Ilmu Administrasi Niaga/Bisnis merupakan program studi yang fokus pada pengajaran teknik dan strategi manajemen bisnis serta administrasi untuk mempersiapkan mahasiswa dalam mengelola berbagai aspek bisnis secara efektif. Dalam jurusan ini, mahasiswa akan mempelajari tentang manajemen keuangan, pemasaran, sumber daya manusia, operasi bisnis, dan lain sebagainya. Selain itu, mahasiswa juga akan diajarkan tentang perencanaan strategis, analisis pasar, serta penggunaan teknologi informasi dalam mendukung kegiatan bisnis. Jurusan ini bertujuan untuk menciptakan lulusan yang memiliki pengetahuan dan keterampilan yang dibutuhkan untuk menjadi pemimpin bisnis yang sukses dan inovatif di era global saat ini.","1. Ilmu Dasar Manajemen
2. Manajemen Sumber Daya Manusia
3. Manajemen Keuangan
4. Pemasaran
5. Kewirausahaan
6. Etika Bisnis
7. Perilaku Organisasi
8. Riset Operasi
9. Manajemen Operasional
10. Manajemen Strategi",0.3,0.1,0.2,0.2,0.1,0.1,0.3,0.9,0.2,0.1,0.2,0.1,0.3,0.2,0.3,0.1,0.4,7
PEND. BHS. INGGRIS,858," Pendidikan Bahasa Inggris merupakan jurusan kuliah yang mempelajari berbagai aspek bahasa Inggris, mulai dari ketrampilan berbicara sampai dengan keahlian menulis. Mahasiswa jurusan ini diajarkan tentang tata bahasa, sastra, linguistik, dan pendidikan bahasa Inggris. Mereka juga akan belajar metode pengajaran yang efektif untuk mengajar bahasa Inggris kepada orang yang tidak berbahasa Inggris sebagai bahasa ibu mereka. Jurusan ini juga memberikan pemahaman mendalam tentang budaya bahasa Inggris dan mempersiapkan mahasiswa untuk menjadi pengajar atau peneliti dalam bidang bahasa Inggris. Mahasiswa jurusan ini biasanya akan memperoleh pengetahuan dan keterampilan yang dibutuhkan untuk bekerja di berbagai bidang seperti pendidikan, perusahaan multinasional, media, dan sebagainya.","1. Bahasa Indonesia
2. Bahasa Inggris
3. Literatur Inggris
4. Sastra Indonesia
5. Sastra Inggris
6. Linguistik
7. Fonetik
8. Fonologi
9. Gramatika
10. Morfologi",0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.2,0.2,0.6,0.4,0.2,0.0,0.2,0.2,0.2,0.1,10
SENI KULINER DAN PENGOLAHAN JASA MAKANAN,850,"Jurusan kuliah tentang Seni Kulinier dan Pengolahan Jasa Makanan merupakan program studi yang bertujuan untuk mengembangkan kemampuan dalam merancang, memasak, dan mengolah berbagai jenis makanan secara kreatif dan inovatif. Mahasiswa akan belajar tentang teknik-teknik memasak, tata boga, pengolahan bahan makanan, sanitasi dan kebersihan, manajemen dapur, dan juga pelayanan makanan.

Selain itu, jurusan ini juga akan membekali mahasiswa dengan pengetahuan mengenai keanekaragaman kuliner dari berbagai daerah dan budaya, sehingga mereka dapat menghasilkan hidangan-hidangan yang berkualitas dan unik. Selain itu, mahasiswa juga akan diajari untuk memahami tentang kandungan gizi dalam makanan, sehingga mereka dapat menciptakan menu makanan yang sehat dan bergizi.

Dengan demikian, lulusan dari jurusan ini diharapkan dapat bekerja di berbagai bidang industri makanan, seperti restoran, hotel, katering, industri makanan dan minuman, serta dapat menjadi pengusaha kuliner yang sukses. Selain itu, mereka juga memiliki peluang untuk menjadi chef, food stylist, food blogger, atau instruktur kuliner. Overall, jurusan ini merupakan pilihan yang tepat bagi mereka yang berminat dalam dunia kuliner dan ingin mengembangkan kreativitas mereka dalam mengolah makanan.","1. Pengantar Ilmu Pangan
2. Teknologi Pangan
3. Nutrisi Pangan
4. Mikrobiologi Pangan
5. Higiene dan Sanitasi Makanan
6. Pengolahan Minyak dan Lemak
7. Pengolahan Daging
8. Pengolahan Buah dan Sayuran
9. Pengolahan Seafood
10. Manajemen Restoran",0.2,0.3,0.1,0.1,0.3,0.5,0.3,0.3,0.2,0.1,0.3,0.3,0.3,0.2,0.1,0.1,0.1,6
PEND. GURU PENDIDIKAN ANAK USIA DINI,846,"Pendidikan Anak Usia Dini adalah salah satu jurusan kuliah yang membahas tentang perkembangan anak sejak bayi hingga usia dini (0-6 tahun). Para mahasiswa jurusan ini akan mempelajari berbagai teori dan konsep mengenai pertumbuhan, perkembangan, serta pendidikan anak usia dini. Mereka juga akan belajar mengenai metode dan pendekatan dalam mendidik anak-anak usia dini, serta keterampilan untuk merancang program pembelajaran yang sesuai dengan karakteristik dan kebutuhan anak-anak tersebut. Jurusan ini juga mengajarkan pentingnya peran orang tua, guru, dan lingkungan dalam membantu perkembangan optimal anak-anak usia dini. Para lulusan jurusan ini biasanya menjadi guru, pengelola lembaga pendidikan anak usia dini, konsultan pendidikan anak, atau pun peneliti di bidang pendidikan anak usia dini.","1. Pendidikan Anak Usia Dini
2. Psikologi Anak
3. Perkembangan Anak
4. Kesehatan Anak
5. Pendidikan Karakter Anak
6. Metode Pembelajaran Anak
7. Seni dan Kreativitas Anak
8. Bahasa dan Komunikasi Anak
9. Literasi Anak
10. Pendidikan Musik Anak",0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.7,0.1,0.7,0.2,0.2,0.2,0.2,0.2,0.1,9
TEKNOLOGI PANGAN DAN HASIL PERTANIAN,844,"Jurusan Teknologi Pangan dan Hasil Pertanian merupakan salah satu jurusan yang mempelajari tentang bagaimana cara menghasilkan produk pangan dan pertanian dengan menggunakan teknologi terkini. Para mahasiswa jurusan ini akan mempelajari tentang proses produksi dan pengolahan pangan, pengembangan formula makanan, keamanan pangan, dan inovasi dalam bidang pertanian. Mereka juga akan belajar tentang manajemen sumber daya pertanian, penelitian aplikatif, dan teknologi yang dapat membantu meningkatkan produksi dan kualitas dalam bidang pertanian dan pangan. Setelah lulus, para lulusan jurusan ini bisa bekerja di industri pangan, industri pertanian, lembaga riset, pemerintah, atau menjadi pengusaha yang mengembangkan produk-produk pangan dan pertanian inovatif.","1. Pangan Fungsional
2. Mikrobiologi Pangan
3. Teknologi Farmasi
4. Pengolahan Hasil Pertanian
5. Manajemen Pangan
6. Biokimia Pangan
7. Kimia Pangan
8. Nutrisi Manusia
9. Pengantar Ilmu Pangan
10. Bioteknologi Pangan",0.4,0.5,0.1,0.1,0.7,0.6,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.3,0.2,5
PENDIDIKAN ILMU PENGETAHUAN SOSIAL,840,"Jurusan Pendidikan Ilmu Pengetahuan Sosial adalah program studi yang memberikan pemahaman mendalam tentang ilmu-ilmu sosial, seperti sejarah, geografi, ekonomi, dan sosiologi. Mahasiswa jurusan ini akan belajar tentang metode pengajaran yang efektif dalam menyampaikan pengetahuan sosial kepada siswa. Mereka juga akan mempelajari cara mengembangkan kurikulum yang relevan dan sesuai dengan perkembangan zaman. Selain itu, mahasiswa jurusan ini juga akan dilatih untuk menjadi pengajar yang berkompeten, peduli terhadap kesejahteraan murid, serta mampu meningkatkan minat belajar siswa terhadap ilmu pengetahuan sosial. Dengan lulus dari jurusan ini, lulusan diharapkan dapat memberikan kontribusi positif dalam dunia pendidikan dan membantu menciptakan generasi muda yang cerdas, berwawasan luas, dan peduli terhadap masyarakatnya.","1. Sosiologi
2. Sejarah
3. Geografi
4. Antropologi
5. Politik
6. Ekonomi
7. Hukum
8. Komunikasi
9. Kajian Budaya
10. Filosofi",0.2,0.2,0.2,0.7,0.2,0.1,0.2,0.5,0.1,0.2,0.2,0.2,0.2,0.5,0.7,0.6,0.5,4
BUDIDAYA PERAIRAN,838,"Budidaya Perairan merupakan salah satu jurusan kuliah yang mempelajari tentang bagaimana mengelola sumber daya perairan dengan cara yang berkelanjutan dan efisien. Jurusan ini mengajarkan mahasiswa tentang teknik-teknik budidaya ikan, udang, dan jenis makhluk hidup lainnya yang hidup di perairan. Selain itu, mahasiswa juga akan belajar tentang pengelolaan lingkungan perairan, pengendalian kualitas air, serta cara merawat kolam dan tambak secara optimal. Jurusan ini memberikan pemahaman yang mendalam tentang pentingnya menjaga keseimbangan ekosistem perairan agar dapat memberikan manfaat yang maksimal bagi kehidupan manusia dan lingkungan sekitar. Dengan demikian, lulusan jurusan Budidaya Perairan diharapkan dapat menjadi ahli yang mampu mengelola sumber daya perairan secara berkelanjutan demi keberlanjutan kehidupan di bumi.","1. Pengelolaan Sumberdaya Perikanan
2. Budidaya Ikan
3. Teknologi Pembenihan
4. Teknik Budidaya Ternak Air
5. Biologi Perairan
6. Kesehatan Ikan
7. Penyuluhan Perikanan
8. Ekologi Perairan
9. Manajemen Perikanan
10. Pemrosesan Hasil Perairan",0.2,0.3,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.0,0.2,0.8,0.2,0.4,0.2,0.2,0.3,13
STATISTIKA DAN SAINS DATA,838," STATISTIKA DAN SAINS DATA adalah jurusan kuliah yang secara khusus membahas tentang analisis data, pengolahan data, serta pemodelan matematis untuk keperluan analisis statistik. Mahasiswa jurusan ini akan mempelajari tentang konsep dasar statistika, teknik pengambilan sampel, analisis regresi, analisis variansi, metode statistika inferensial, dan teknik manipulasi data. Selain itu, mahasiswa juga akan belajar tentang teknologi informasi terkini yang digunakan dalam bidang analisis data untuk mendukung pengambilan keputusan yang tepat. Jurusan ini mempersiapkan mahasiswa untuk menjadi ahli statistik yang mampu menganalisis data secara akurat dan mendukung pengambilan keputusan yang efektif dalam berbagai bidang, seperti bisnis, kesehatan, keuangan, dan teknologi.","1. Statistika Matematika
2. Analisis Regresi
3. Metode Statistika
4. Riset Operasi
5. Probabilitas dan Statistika
6. Statistika Inferensial
7. Statistika Nonparametrik
8. Statistika Komputasi
9. Data Mining
10. Time Series Analysis",0.9,0.3,0.2,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.3,0.0,0.0,0.0,0.2,0.1,0.1,1
FILM DAN TELEVISI,828,"Film dan Televisi adalah jurusan kuliah yang menawarkan pembelajaran dalam bidang produksi film, televisi, dan media digital. Mahasiswa jurusan ini akan belajar tentang konsep dasar pembuatan film dan program televisi, termasuk proses produksi mulai dari pra-produksi, produksi, hingga pasca-produksi. Mereka juga akan belajar tentang penulisan naskah, pengeditan video, sinematografi, desain suara, dan pengarahan artistik. Selain itu, mahasiswa juga akan mempelajari sejarah dan teori film, serta tren terkini dalam industri hiburan. Dengan kombinasi keterampilan praktis dan pengetahuan teoritis, lulusan jurusan Film dan Televisi akan siap untuk berkarir di industri kreatif seperti produksi film, stasiun televisi, perusahaan produksi, dan media digital.","1. Sinematografi
2. Penulisan Naskah
3. Produksi Film
4. Penyutradaraan
5. Editing Film
6. Pemasaran Media
7. Ilmu Komunikasi
8. Seni Rupa
9. Teater dan Drama
10. Pengetahuan Budaya",0.1,0.1,0.2,0.5,0.1,0.1,0.1,0.2,0.8,0.2,0.2,0.2,0.1,0.2,0.7,0.3,0.1,9
PENDIDIKAN TEKNIK BANGUNAN,827,"Jurusan Pendidikan Teknik Bangunan adalah salah satu dari cabang ilmu yang terkait dengan bangunan, konstruksi, dan teknologi konstruksi. Mahasiswa yang memilih jurusan ini akan mempelajari berbagai teknik dan metode dalam perencanaan, pembangunan, dan pemeliharaan bangunan. Mereka akan belajar tentang pemilihan material bangunan, teknik konstruksi, pengukuran dan perhitungan struktur bangunan, serta berbagai teknologi konstruksi modern.

Selain itu, mahasiswa jurusan Pendidikan Teknik Bangunan juga akan belajar tentang pedagogi dan metode pembelajaran yang efektif dalam mengajar mata pelajaran teknik bangunan kepada siswa. Mereka akan dilatih untuk menjadi pendidik yang mampu menginspirasi, memotivasi, dan membimbing siswa dalam memahami seluk beluk dunia teknik bangunan.

Dengan memilih jurusan Pendidikan Teknik Bangunan, diharapkan lulusan dapat menjadi tenaga pendidik yang berkualitas dan mampu mengembangkan potensi siswa di bidang teknik bangunan, serta berperan aktif dalam mengembangkan kurikulum pendidikan teknik bangunan yang sesuai dengan tuntutan industri dan perkembangan teknologi.","1. Konstruksi Bangunan
2. Desain Arsitektur
3. Teknologi Konstruksi
4. Material Bangunan
5. Manajemen Proyek Konstruksi
6. Struktur Bangunan
7. Perencanaan Tata Kota
8. Teknik Lingkungan Bangunan
9. Gambar Teknik
10. Teknik Kelistrikan Bangunan",0.4,0.2,0.4,0.1,0.0,0.1,0.1,0.2,0.2,0.0,0.5,0.3,0.35,0.3,0.2,0.1,0.2,11
PENDIDIKAN TATA RIAS,818,"Jurusan Pendidikan Tata Rias merupakan program studi yang mempelajari tentang tata rias atau tata kecantikan secara mendalam. Mahasiswa program ini akan diajarkan teknik-teknik dasar tata rias seperti make up, perawatan kulit, rambut, hingga busana. Mereka juga akan mempelajari seni rias untuk keperluan panggung, fashion, dan acara khusus lainnya. Selain itu, mahasiswa jurusan ini juga akan mempelajari manajemen bisnis dalam industri kecantikan serta etika profesi yang berkaitan dengan tata rias. Dengan demikian, lulusan jurusan Pendidikan Tata Rias akan memiliki pengetahuan dan keterampilan yang dibutuhkan untuk bekerja sebagai make up artist, fashion stylist, atau bahkan membuka usaha sendiri di bidang tata rias dan kecantikan.","1. Teori Tata Rias
2. Praktek Tata Rias
3. Kecantikan Kulit
4. Kecantikan Rambut
5. Tata Busana
6. Etika Profesi
7. Kewirausahaan Tata Rias
8. Dasar-Dasar Kecantikan
9. Komunikasi dalam Tata Rias
10. Teknik Fotografi Makeup",0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4,0.7,0.3,0.1,0.0,0.1,0.1,0.2,0.1,0.1,9
AKUTANSI,812," Akuntansi adalah jurusan di mana mahasiswa akan mempelajari tentang proses pencatatan, pengklasifikasian, dan pelaporan transaksi keuangan yang terjadi dalam suatu entitas bisnis. Selain itu, mahasiswa juga akan mempelajari tentang prinsip-prinsip akuntansi, sistem informasi akuntansi, audit, pajak, dan manajemen keuangan.

Jurusan ini sangat penting dalam dunia bisnis karena informasi yang dihasilkan oleh proses akuntansi akan digunakan untuk pengambilan keputusan yang strategis dalam perusahaan. Mahasiswa akan dilatih untuk memiliki kemampuan analisis yang baik, kecermatan dalam mengolah data, serta kejujuran dalam menyajikan informasi keuangan.

Lulusan jurusan akuntansi memiliki peluang karir yang luas, mulai dari menjadi akuntan publik, auditor, hingga manajer keuangan. Mereka juga bisa bekerja dalam berbagai jenis industri, baik itu perusahaan swasta, pemerintahan, maupun lembaga non-profit. Akuntansi adalah landasan yang kuat untuk memahami dan mengelola keuangan suatu entitas, sehingga dapat membantu dalam mencapai tujuan dan visi perusahaan.","1. Akuntansi Keuangan
2. Akuntansi Manajemen
3. Pajak
4. Audit
5. Akuntansi Perpajakan
6. Ekonomi Keuangan
7. Akuntansi Biaya
8. Akuntansi Syariah
9. Akuntansi Pemerintahan
10. Manajemen Keuangan",0.4,0.1,0.2,0.3,0.1,0.1,0.2,0.9,0.2,0.1,0.4,0.1,0.1,0.1,0.3,0.3,0.4,7
PGSD KAMPUS TASIKMALAYA,807," PGSD KAMPUS TASIKMALAYA adalah program studi pendidikan guru sekolah dasar yang dapat membantu calon guru SD dalam mengembangkan kemampuan mengajar, merancang kurikulum, dan mengelola kelas. Program studi ini memberikan pemahaman tentang teori-teori pendidikan, psikologi perkembangan anak, serta metode pembelajaran yang efektif. Selain itu, mahasiswa juga akan dilatih dalam praktik mengajar di sekolah dasar untuk mempersiapkan mereka menjadi guru yang kompeten dan profesional. Dengan mengikuti program studi ini, mahasiswa dapat memiliki peluang karir sebagai guru SD yang terampil dan berdedikasi dalam mendidik generasi muda.","1. Pendidikan IPA
2. Pendidikan Matematika
3. Pendidikan Bahasa Indonesia
4. Pendidikan Bahasa Inggris
5. Pendidikan Seni Rupa
6. Pendidikan Jasmani
7. Pendidikan Agama
8. Ilmu Pengetahuan Alam
9. Ilmu Pengetahuan Sosial
10. Bahasa Daerah",0.4,0.1,0.7,0.6,0.4,0.2,0.3,0.2,0.2,0.2,0.9,0.1,0.2,0.3,0.1,0.3,0.3,11
PENGELOLAAN HUTAN,804,"""Pengelolaan Hutan adalah jurusan kuliah yang mempelajari tentang cara-cara menjaga kelestarian hutan dan ekosistemnya. Para mahasiswa jurusan ini akan belajar mengenai teknik pengelolaan hutan yang berkelanjutan, perlindungan lingkungan, pemantauan flora dan fauna, serta kebijakan kehutanan. Mereka juga akan mempelajari tentang manajemen sumber daya hutan, rehabilitasi hutan, serta penelitian dan pengembangan untuk meningkatkan kesejahteraan masyarakat yang bergantung pada hutan. Tantangan utama dalam bidang ini adalah mencapai keseimbangan antara eksploitasi sumber daya hutan dengan kebutuhan pelestarian lingkungan, sehingga hutan dapat terus memberikan manfaat jangka panjang bagi kehidupan manusia dan keanekaragaman hayati.""","1. Konservasi Sumber Daya Hutan
2. Ekologi Hutan
3. Bioteknologi Kehutanan
4. Pengelolaan Hutan Produksi
5. Hukum Kehutanan
6. Pengendalian Hama dan Penyakit Hutan
7. Manajemen Hutan
8. Restorasi Hutan
9. Agroforestri
10. Penyuluhan Kehutanan",0.1,0.4,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.0,0.3,0.8,0.4,0.4,0.2,0.2,0.3,13
